,steps,heart_rate,raw_intensity,feeling_rate,time_of_day
171,169,81.51,36.03,2,3
172,305,85.67,31.0,2,3
173,109,86.98,32.5,2,3
174,859,89.5,58.3,2,4
175,888,96.0,77.45,2,4
176,1948,86.5,67.03,2,4
177,0,107.0,28.0,2,4
178,2934,92.87,88.81,2,5
179,1345,85.82,61.39,2,5
180,158,88.35,42.2,2,5
181,67,85.65,37.83,2,5
182,28,136.5,97.0,2,3
183,3132,87.28,72.34,2,3
184,0,85.87,36.73,2,3
185,3247,89.04,73.3,2,3
186,760,83.86,56.85,2,4
187,6,80.0,39.75,2,4
188,0,134.0,21.0,2,4
189,112,105.67,51.54,2,5
190,2147,90.67,72.87,2,5
191,275,89.39,59.07,2,5
192,241,87.8,59.22,2,5
193,298,91.32,53.23,2,6
194,62,85.13,36.7,2,6
195,52,137.67,89.25,2,3
196,694,95.94,69.31,2,3
197,107,96.0,92.65,2,4
198,28,88.98,55.03,2,4
199,151,81.6,46.36,2,4
200,132,82.38,43.93,2,4
201,767,92.31,78.73,2,5
202,408,89.71,53.04,2,5
203,86,86.34,32.12,2,5
204,230,88.0,42.47,2,5
205,438,87.5,44.27,2,6
206,52,87.47,31.86,2,6
207,1923,91.47,80.82,2,2
208,143,84.92,46.43,2,2
209,109,85.85,40.75,2,3
210,1260,86.91,55.09,2,3
211,845,88.19,51.69,2,3
212,156,88.15,37.73,2,3
213,0,80.89,34.54,2,4
214,113,83.85,31.21,2,4
215,2692,84.53,73.18,2,4
216,0,82.21,32.64,2,4
217,64,84.74,36.66,2,5
218,95,81.78,33.14,2,5
219,0,84.21,35.63,2,5
220,2682,88.0,72.33,2,5
221,451,88.83,48.37,2,6
222,383,111.57,63.34,2,2
223,0,87.86,31.64,2,2
224,661,84.65,59.93,2,3
225,303,89.68,43.02,2,3
226,109,84.74,34.76,2,3
227,410,85.46,54.87,2,3
228,2168,83.31,63.48,2,4
229,1305,88.2,60.77,2,4
230,2133,82.74,71.97,2,4
231,2306,85.52,63.63,2,4
232,229,83.35,41.43,2,5
233,59,81.39,25.88,2,5
234,40,81.33,28.72,2,5
235,61,85.93,36.33,2,5
236,3,83.2,37.73,2,6
237,549,85.33,67.42,2,2
238,1561,85.05,55.22,2,2
239,1163,85.38,55.81,2,3
240,208,88.62,34.17,2,3
241,285,84.71,38.23,2,3
242,0,89.07,24.78,2,3
243,327,92.87,35.78,2,4
244,198,87.53,30.81,2,4
245,1956,86.43,61.08,2,4
246,1184,85.65,61.72,2,4
247,651,92.4,64.67,2,5
248,882,85.5,56.68,2,5
249,2610,85.12,64.68,2,5
250,1488,86.32,53.21,2,5
251,69,88.73,35.73,2,6
252,32,89.77,36.2,2,2
253,463,89.37,49.09,2,3
254,108,87.69,39.9,2,3
255,140,87.84,37.32,2,3
256,391,87.53,47.5,2,3
257,173,87.02,38.93,2,4
258,158,84.77,37.76,2,4
259,97,88.0,34.25,2,4
260,491,95.64,101.32,2,4
261,786,96.0,91.69,2,5
262,10,89.19,25.16,2,5
263,280,84.0,58.27,2,5
264,138,87.38,40.46,2,5
265,105,88.15,39.75,2,6
266,27,96.43,52.25,2,6
267,1372,101.19,82.88,2,2
268,836,86.49,39.44,2,2
269,56,90.18,28.73,2,3
270,332,86.59,41.4,2,3
271,49,86.27,32.12,2,3
272,224,87.3,39.04,2,3
273,208,90.67,30.98,2,4
274,269,85.11,33.0,2,4
275,1062,84.95,41.31,2,4
276,542,96.5,93.22,2,4
277,2900,81.36,72.98,2,5
278,54,84.67,37.1,2,5
279,2622,92.31,76.71,2,5
280,668,90.38,53.83,2,5
281,19,80.31,32.0,2,6
282,54,82.71,42.22,2,6
283,342,93.42,61.02,2,3
284,2192,82.67,64.64,2,3
285,232,94.3,85.4,2,3
286,1916,88.96,66.62,2,3
287,180,83.52,38.18,2,4
288,22,83.71,37.36,2,4
289,152,85.13,48.43,2,4
290,966,83.05,49.63,2,4
291,1812,93.33,74.45,2,5
292,212,88.0,51.51,2,5
293,242,92.0,70.2,2,5
294,179,85.09,53.95,2,5
295,78,87.17,33.52,2,6
296,238,89.05,55.04,2,4
297,2450,84.57,69.86,2,4
298,2309,83.56,71.36,2,4
299,14,87.86,29.32,2,4
300,37,89.06,30.93,2,5
301,107,86.52,46.05,2,5
302,489,93.71,71.2,2,5
303,101,91.14,46.03,2,5
304,1543,87.7,62.59,2,6
305,27,89.5,46.33,2,6
306,0,87.48,48.0,2,2
307,356,92.3,54.84,2,2
308,104,89.41,35.0,2,3
309,129,89.14,40.0,2,3
310,40,87.86,49.36,2,3
311,24,89.48,43.76,2,3
312,99,86.46,48.23,2,4
313,226,88.0,52.5,2,4
314,1415,93.42,72.92,2,4
315,3004,86.1,77.45,2,4
316,1328,84.24,57.45,2,5
317,21,80.89,24.45,2,5
318,0,103.27,16.18,2,5
319,7,82.92,30.48,2,5
320,1633,85.52,59.62,2,6
321,1455,91.64,72.68,2,6
322,0,114.4,29.2,2,6
323,244,102.26,105.46,2,4
324,367,92.8,84.52,2,4
325,169,88.85,44.83,2,5
326,9,86.07,30.69,2,5
327,7,82.44,33.88,2,5
328,64,83.67,27.66,2,5
329,7,82.69,30.38,2,6
330,724,144.0,102.43,2,2
331,1103,86.55,50.73,2,2
332,61,84.15,29.17,2,3
333,346,82.55,35.93,2,3
334,193,88.85,33.77,2,3
335,265,87.64,33.91,2,3
336,251,91.73,45.05,2,4
337,133,84.92,32.47,2,4
338,1923,87.8,75.76,2,4
339,598,92.0,66.03,2,4
340,2699,81.48,66.78,2,5
341,2013,86.59,74.07,2,5
342,320,85.33,40.9,2,5
343,101,97.5,50.9,2,5
344,0,134.0,14.0,2,6
345,192,90.71,39.2,2,3
346,566,88.62,59.3,2,3
347,0,81.66,24.34,2,3
348,249,83.51,39.13,2,4
349,508,88.0,45.5,2,4
350,318,88.59,44.86,2,4
351,1814,93.14,74.48,2,4
352,4077,86.86,88.1,2,5
353,35,86.11,27.47,2,5
354,206,86.63,38.92,2,5
355,162,88.51,34.98,2,5
356,92,85.62,42.37,2,6
357,3,87.48,50.0,2,6
358,1320,107.45,86.0,1,2
359,964,82.91,45.0,1,2
360,141,80.96,33.62,1,3
361,181,86.15,36.19,2,3
362,176,89.85,30.81,2,3
363,0,82.25,23.04,2,3
364,297,85.57,34.73,2,4
365,308,85.82,47.55,2,4
366,1761,89.9,70.97,2,4
367,0,96.0,6.0,2,4
368,2859,91.46,75.5,2,5
369,853,89.51,70.23,2,5
370,1157,91.37,74.23,2,5
371,2972,87.0,68.92,2,5
372,779,85.82,46.0,2,6
373,216,92.0,48.84,2,6
374,102,95.7,66.54,2,3
375,209,92.44,68.1,2,4
376,153,92.48,67.65,2,4
377,321,91.6,81.67,2,4
378,294,94.0,77.57,2,4
379,1446,96.0,86.15,2,5
380,3831,91.2,88.44,2,5
381,767,94.61,79.98,2,5
382,413,93.02,73.33,2,5
383,355,90.86,52.49,2,6
384,169,86.63,37.34,2,6
385,380,97.21,51.36,2,3
386,217,89.39,43.34,2,3
387,218,92.8,47.22,2,3
388,755,95.58,60.7,1,3
389,2746,79.25,67.06,1,4
390,3637,83.56,79.66,1,4
391,744,83.9,50.47,1,4
392,10,81.21,35.98,2,4
393,55,83.93,42.68,2,5
394,21,84.53,31.83,2,5
395,0,87.24,22.48,2,5
396,0,81.68,33.79,2,5
397,976,89.24,55.67,2,6
398,1535,83.43,68.0,2,6
399,93,92.75,33.89,2,2
400,396,84.32,42.73,2,3
401,254,90.53,47.68,2,3
402,103,87.11,34.31,1,3
403,45,86.77,34.44,1,3
404,209,85.69,43.98,1,4
405,260,87.41,43.69,1,4
406,180,84.63,43.96,1,4
407,558,92.44,85.75,1,4
408,125,93.58,94.08,1,5
409,686,88.77,63.34,1,5
410,59,88.44,31.41,1,5
411,111,81.25,30.1,1,5
412,0,115.0,7.0,1,6
413,1170,101.7,70.96,1,2
414,1196,90.21,52.32,1,2
415,885,88.35,39.67,1,3
416,283,87.15,37.7,1,3
417,46,85.61,32.83,1,3
418,195,86.15,36.98,1,3
419,357,88.36,41.67,1,4
420,1073,88.21,49.67,1,4
421,2609,82.67,65.05,1,4
422,0,81.43,33.45,2,4
423,19,80.28,34.47,2,5
424,2228,81.07,61.91,2,5
425,187,85.85,37.33,2,5
426,0,82.07,27.02,2,5
427,166,87.28,41.64,2,6
428,1406,105.07,82.62,2,2
429,1098,84.11,49.81,2,2
430,266,83.27,34.71,2,3
431,241,82.61,39.7,2,3
432,554,85.71,41.09,2,3
433,63,85.24,28.22,2,3
434,144,86.9,27.09,2,4
435,223,85.65,29.39,2,4
436,494,91.79,58.05,2,4
437,2100,88.0,67.43,2,4
438,705,90.8,66.3,1,5
439,313,88.64,56.74,1,5
440,1104,85.33,58.48,1,5
441,1906,94.12,74.22,1,5
442,1548,85.0,58.93,1,6
443,131,82.58,42.33,3,3
444,476,94.59,80.47,3,3
445,351,94.55,93.57,3,3
446,157,85.6,36.92,2,3
447,233,86.97,45.37,2,4
448,203,87.79,35.69,2,4
449,144,85.82,36.25,2,4
450,3216,92.0,83.64,2,4
451,140,83.72,42.35,2,5
452,38,89.41,27.04,2,5
453,244,87.81,52.66,2,5
454,59,87.0,38.7,2,5
455,0,134.0,28.0,2,6
456,40,98.75,50.36,2,2
457,1882,87.86,61.27,2,2
458,77,88.32,31.88,2,2
459,197,85.21,30.94,2,3
460,121,80.92,28.75,2,3
461,235,83.2,31.75,3,3
462,739,84.52,37.67,3,3
463,134,89.96,29.14,3,4
464,1448,92.11,58.58,3,4
465,0,115.0,32.0,1,4
466,2738,100.7,86.79,1,4
467,2353,88.67,71.25,1,5
468,190,81.92,37.49,1,5
469,3014,83.05,73.53,1,5
470,1221,90.86,62.31,1,5
471,38,81.36,43.75,1,6
472,27,141.5,42.5,3,3
473,2743,89.17,78.83,3,3
474,2020,91.2,67.27,3,3
475,111,88.89,31.41,1,3
476,461,87.31,55.81,1,4
477,100,84.71,32.42,1,4
478,95,85.54,33.57,1,4
479,102,85.33,37.69,1,4
480,2025,89.07,80.48,1,5
481,387,87.79,63.96,1,5
482,222,89.67,39.2,1,5
483,88,86.96,37.63,1,5
484,99,90.07,34.76,1,6
485,0,87.56,29.72,2,6
486,1089,89.29,85.17,2,3
487,1429,83.29,49.74,2,3
488,25,83.93,38.63,2,3
489,1576,87.24,72.48,1,3
490,0,81.74,22.76,1,4
491,0,80.0,29.63,2,4
492,18,87.17,41.2,2,4
493,106,87.85,38.81,2,4
494,2392,89.21,70.35,2,5
495,1720,85.19,50.46,2,5
496,24,82.0,33.59,2,5
497,0,81.8,19.65,2,5
498,12,82.55,29.38,2,6
499,347,84.9,38.81,3,6
500,278,83.65,45.54,3,6
501,41,123.5,58.5,3,2
502,147,86.64,40.12,3,2
503,1578,82.74,57.14,3,3
504,224,85.88,36.88,3,3
505,201,85.02,29.72,3,3
506,281,81.52,34.11,2,3
507,150,80.94,29.95,2,4
508,747,84.0,49.0,2,4
509,332,85.24,34.68,2,4
510,835,87.64,66.84,2,4
511,630,87.16,57.11,2,5
512,401,93.84,85.31,2,5
513,300,86.63,47.95,2,5
514,48,88.0,27.48,2,5
515,29,80.0,49.5,2,6
516,120,133.0,71.38,2,2
517,65,81.16,24.52,2,2
518,75,81.16,31.54,2,3
519,278,81.33,37.22,2,3
520,746,84.92,53.88,1,3
521,372,88.89,45.41,1,3
522,159,84.17,35.47,1,4
523,22,82.2,26.83,1,4
524,2048,86.4,78.84,1,4
525,359,84.36,33.02,1,4
526,43,86.29,31.02,1,5
527,26,97.18,29.74,1,5
528,2113,88.03,69.78,1,5
529,63,82.72,28.78,1,5
530,52,83.05,18.33,1,6
531,50,90.5,34.85,1,2
532,445,90.11,52.1,1,3
533,278,87.6,39.79,1,3
534,260,90.67,40.16,1,3
535,10,84.57,27.05,1,3
536,518,86.49,59.88,1,4
537,1518,85.0,54.87,1,4
538,2306,90.95,74.03,1,4
539,684,92.61,55.09,1,4
540,739,86.04,54.57,1,5
541,1454,84.51,51.55,1,5
542,2291,80.0,71.54,1,5
543,1961,92.19,73.55,1,5
544,129,86.4,41.77,1,6
545,58,93.33,69.0,1,6
546,75,102.14,58.5,2,2
547,2135,88.72,71.76,2,2
548,404,84.36,40.25,2,2
549,148,84.95,35.41,2,3
550,396,82.67,39.72,2,3
551,390,85.09,42.12,2,3
552,0,84.41,25.69,1,3
553,200,81.57,28.61,1,4
554,1364,86.49,51.67,1,4
555,224,83.92,43.08,1,4
556,1099,85.62,59.68,1,4
557,3351,85.82,77.93,1,5
558,721,92.9,83.2,1,5
559,83,86.61,47.13,1,5
560,220,94.93,75.49,1,5
561,28,144.0,60.83,2,2
562,1809,84.57,73.24,2,2
563,853,82.95,39.61,2,2
564,0,80.65,19.22,2,3
565,309,81.42,35.96,2,3
566,328,81.7,30.95,2,3
567,371,83.43,36.69,2,3
568,224,83.74,33.74,2,4
569,228,81.85,32.36,2,4
570,1096,81.52,53.86,2,4
571,385,80.0,87.88,1,4
572,2463,97.8,77.8,1,5
573,165,85.71,41.19,1,5
574,59,85.22,29.06,1,5
575,11,80.76,23.79,1,5
576,28,81.23,24.59,1,6
577,9,82.92,24.64,1,6
578,0,113.33,22.79,1,2
579,706,87.16,52.87,1,3
580,1892,85.47,53.71,1,3
581,1194,84.47,48.22,1,3
582,295,83.33,45.96,1,3
583,125,86.8,39.04,1,4
584,292,84.36,47.35,1,4
585,200,87.58,46.33,2,4
586,185,88.17,51.84,2,4
587,358,92.72,47.64,2,5
588,1304,92.24,62.48,2,5
589,1339,89.95,55.77,2,5
590,282,82.55,34.42,2,5
591,241,83.84,36.93,2,6
592,126,80.91,34.84,2,6
593,1621,83.03,54.76,2,6
594,1075,88.5,78.05,2,6
595,1403,100.95,69.03,2,3
596,337,83.37,52.58,2,3
597,607,93.33,73.33,2,3
598,1488,89.48,81.96,2,4
599,698,84.98,40.05,2,4
600,781,83.9,39.85,2,4
601,697,81.42,37.23,2,4
602,9,81.54,14.83,2,5
603,141,82.21,31.58,2,5
604,1274,80.0,54.97,2,5
605,2078,82.0,60.3,2,5
606,26,82.0,33.06,2,6
607,435,143.0,105.22,3,2
608,637,87.02,50.88,3,2
609,220,88.93,42.33,3,3
610,363,89.44,49.4,3,3
611,1357,87.17,58.2,1,3
612,15,81.9,38.12,1,3
613,27,86.74,34.86,1,4
614,285,87.44,43.83,1,4
615,613,89.45,52.11,1,4
616,2728,94.15,84.9,1,4
617,1825,87.5,61.4,1,5
618,1348,90.97,65.53,1,5
619,1161,82.91,54.95,1,5
620,940,92.12,59.82,1,5
621,194,87.64,41.25,1,6
622,0,97.5,30.5,2,6
623,5,87.48,34.0,2,2
624,117,89.77,42.47,2,2
625,695,92.69,51.75,2,3
626,347,91.79,43.72,2,3
627,158,85.22,38.71,2,3
628,276,87.64,45.61,2,3
629,394,87.8,42.73,2,4
630,141,85.45,38.0,2,4
631,2028,92.27,72.34,2,4
632,1569,85.94,56.95,2,4
633,1664,83.56,61.02,2,5
634,246,86.86,42.58,2,5
635,61,84.62,37.56,2,5
636,11,85.15,37.39,2,5
637,51,83.0,33.84,2,6
638,150,136.5,94.5,2,2
639,2926,88.8,72.15,2,2
640,683,90.78,44.41,2,3
641,1259,85.05,54.43,2,3
642,281,83.67,41.47,2,3
643,76,82.91,33.97,2,3
644,224,85.43,34.5,2,4
645,99,87.14,33.6,2,4
646,322,84.36,40.97,2,4
647,245,85.33,43.25,2,4
648,2415,92.44,79.9,2,5
649,1730,95.06,71.53,2,5
650,3436,83.37,81.32,2,5
651,1364,87.5,66.2,2,5
652,91,93.95,59.54,2,6
653,178,93.09,59.55,2,2
654,168,87.36,42.83,2,2
655,2212,90.67,68.07,2,3
656,348,85.55,40.18,2,3
657,235,87.25,36.69,2,3
658,173,85.88,37.2,2,3
659,352,88.59,47.61,2,4
660,188,82.72,34.4,2,4
661,0,82.44,21.85,2,4
662,64,81.12,29.58,2,4
663,1402,83.56,49.03,2,5
664,1427,80.89,52.3,2,5
665,594,91.35,73.98,2,5
666,420,94.0,82.57,2,5
667,1177,81.56,52.22,2,6
668,582,80.63,47.41,2,6
669,456,99.0,89.88,2,6
670,0,134.0,27.0,2,6
671,0,134.0,23.0,2,1
672,0,134.0,26.0,2,1
673,0,134.0,15.0,2,2
674,0,134.0,17.25,2,2
675,870,97.77,62.77,2,2
676,1681,82.95,61.6,2,2
677,7,81.08,35.56,2,3
678,165,83.43,38.13,2,3
679,358,85.57,44.68,2,3
680,861,87.77,54.3,2,3
681,1275,92.36,67.0,2,4
682,491,84.29,52.73,2,4
683,645,92.14,67.35,2,4
684,489,86.56,43.5,2,4
685,1093,89.6,63.1,2,5
686,1239,92.31,68.26,2,5
687,1161,83.39,61.62,2,5
688,142,86.15,53.92,2,5
689,179,84.84,54.58,2,6
690,97,89.1,37.7,3,6
691,222,86.4,55.7,3,6
692,0,115.0,7.0,3,6
693,258,92.66,60.52,3,2
694,247,85.82,54.75,3,3
695,261,87.83,48.35,3,3
696,331,86.13,53.18,2,3
697,4184,84.57,92.47,2,3
698,1498,93.14,73.57,2,4
699,781,91.73,66.51,2,4
700,261,88.7,49.87,2,4
701,288,87.62,66.75,3,4
702,253,90.18,55.25,3,5
703,407,85.07,55.77,3,5
704,487,85.94,60.43,3,5
705,179,86.94,51.12,3,5
706,124,86.77,54.42,3,6
707,182,88.0,61.77,2,6
708,70,83.92,39.05,2,6
709,1948,92.44,81.1,2,6
710,355,89.2,59.05,2,1
711,176,84.0,53.09,2,1
712,0,87.48,32.5,2,1
713,26,126.5,44.64,2,1
714,282,98.91,66.62,2,2
715,0,87.48,17.6,2,2
716,383,104.89,52.83,2,2
717,99,86.67,33.31,2,2
718,389,83.64,59.52,2,3
719,96,86.38,58.36,2,3
720,128,110.82,43.39,3,3
721,342,93.95,49.5,3,4
722,1811,90.95,71.4,3,4
723,1821,88.53,63.22,3,4
724,148,91.29,47.0,2,4
725,1194,89.6,65.29,2,5
726,39,87.3,45.97,2,5
727,839,96.0,82.08,2,5
728,427,88.0,52.36,2,5
729,67,84.48,32.8,2,6
730,46,84.27,39.62,2,6
731,0,87.48,26.0,2,6
732,0,87.48,28.33,2,6
733,0,87.48,17.0,2,1
734,0,87.48,26.6,2,1
735,9,87.48,15.88,2,1
736,0,87.48,21.5,2,1
737,0,87.48,18.5,2,2
738,0,113.8,16.0,2,2
739,0,87.48,18.36,2,2
740,7,92.43,36.75,2,2
741,307,89.14,52.56,2,3
742,1984,93.0,82.02,2,3
743,687,86.96,55.81,2,3
744,4118,92.57,90.88,2,3
745,336,86.48,48.47,2,4
746,1658,84.65,66.73,2,4
747,169,87.67,48.37,2,4
748,230,85.88,45.59,2,4
749,92,88.89,41.82,2,5
750,13,86.24,32.08,2,5
751,2099,85.0,67.44,2,5
752,414,83.2,47.82,2,5
753,18,80.63,31.29,2,6
754,0,115.0,26.67,2,2
755,1345,95.79,72.89,2,2
756,1004,80.82,42.16,2,2
757,157,80.0,32.2,2,3
758,44,82.82,29.27,2,3
759,408,83.92,43.35,2,3
760,209,85.22,34.22,2,3
761,329,84.17,34.55,2,4
762,262,85.02,28.02,2,4
763,995,83.05,43.05,2,4
764,652,81.07,35.36,2,4
765,3283,83.2,77.17,2,5
766,410,88.0,46.07,2,5
767,206,85.33,36.67,2,5
768,141,83.13,33.28,2,5
769,0,115.0,13.0,2,6
770,0,115.0,30.5,2,2
771,13,96.0,48.62,2,2
772,188,87.0,38.0,2,2
773,871,90.0,67.17,2,3
774,138,88.0,35.65,2,3
775,217,84.76,44.76,2,3
776,1215,82.67,61.39,2,3
777,35,83.2,33.59,2,4
778,130,87.41,44.34,2,4
779,559,87.56,55.96,2,4
780,2904,87.0,73.02,2,4
781,3219,87.47,75.72,2,5
782,1717,82.13,53.04,2,5
783,6,80.0,23.69,2,5
784,3486,82.0,79.86,2,5
785,395,82.67,37.17,2,6
786,150,89.58,30.18,2,6
787,0,115.0,27.5,2,2
788,53,86.2,39.76,2,2
789,80,86.46,35.16,2,2
790,176,85.74,37.38,2,3
791,20,82.33,32.91,2,3
792,166,85.0,42.61,2,3
793,379,83.61,43.76,2,3
794,186,85.46,45.9,2,4
795,34,84.86,27.47,2,4
796,280,90.95,61.96,2,4
797,724,93.87,76.08,2,4
798,1881,96.0,83.32,2,5
799,94,81.63,26.24,2,5
800,50,86.13,38.3,2,5
801,67,86.6,29.79,2,5
802,1040,100.36,68.4,2,2
803,1035,84.84,43.62,2,2
804,184,84.57,40.1,2,3
805,573,87.38,44.78,2,3
806,467,91.53,43.5,2,3
807,851,88.0,44.17,2,3
808,225,86.91,32.42,2,4
809,982,87.53,50.68,2,4
810,1615,83.19,59.84,2,4
811,0,115.0,13.0,2,4
812,3342,103.2,86.13,2,5
813,86,82.68,43.15,2,5
814,1155,90.27,71.07,2,5
815,189,83.76,52.18,2,5
816,50,84.49,50.6,2,6
817,71,82.53,48.87,2,6
818,68,84.0,47.48,2,6
819,2742,99.0,107.39,2,6
820,1863,86.45,71.29,2,3
821,2642,87.33,68.67,2,3
822,468,85.33,46.5,2,3
823,448,94.22,89.07,2,4
824,612,93.54,72.9,2,4
825,68,85.29,33.74,2,4
826,179,91.81,67.12,2,4
827,1419,90.18,59.1,2,5
828,758,85.65,62.32,2,5
829,39,84.21,52.55,2,5
830,109,85.43,50.08,2,5
831,32,85.33,44.19,2,6
832,27,88.86,45.53,2,6
833,593,85.11,42.31,2,6
834,0,101.06,35.62,2,6
835,135,96.38,34.07,2,3
836,328,83.39,47.2,2,4
837,402,91.79,60.66,2,4
838,191,88.16,50.36,2,4
839,188,89.09,36.37,2,4
840,200,88.18,38.5,2,5
841,1518,82.29,59.44,2,5
842,4301,83.2,93.3,2,5
843,51,85.1,28.42,2,5
844,0,115.0,26.08,2,2
845,1878,97.63,66.16,2,2
846,1264,82.74,49.0,2,2
847,88,80.89,27.93,2,3
848,411,86.86,49.36,2,3
849,249,83.67,46.78,2,3
850,240,82.91,35.46,2,3
851,126,83.26,32.92,2,4
852,65,81.38,32.1,2,4
853,2217,84.0,66.67,2,4
854,4634,87.48,93.93,2,4
855,1512,84.31,54.22,2,5
856,96,82.23,33.91,2,5
857,352,90.31,38.0,2,5
